fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.8,0.32,0.55,2.2,0.08800000000000001,3.0,18.0,0.9976,3.11,0.72,*,8
5.6,0.645,0.0,4.9,0.099,29.0,47.0,10.021,3.47,0.54,9.2,5
8.7,0.545,0.16,1.9,0.08900000000000001,13.0,47.0,0.9965,3.31,0.44,10.3,5
7.7,0.595,0.0,1.7,0.086,7.0,16.0,0.9962,3.41,0.54,10,6
8.5,0.49,0.24,2.4,0.10400000000000001,23.0,90.0,0.9978,3.16,0.6,9.4,5
7.1,0.77,0.12,1.8,0.16,7.0,10.0,0.99574,3.35,0.64,10.4,5
7.3,0.56,0.29,2.1,0.07400000000000001,18.0,48.0,0.9971,3.31,0.63,9.5,6
9.5,0.37,0.37,2.3,0.067,12.0,25.0,0.99569,3.19,0.59,11.2,6
10.6,0.58,0.33,3.2,0.071,50.0,88.0,0.9976799999999999,3.22,0.86,12.5,7
8.9,1.04,0.25,1.9,0.081,12.0,21.0,0.9963,3.14,0.48,10.5,5
7.7,0.915,0.01,2.5,0.091,7.0,19.0,0.9952,3.38,0.57,9.2,5
10.8,0.65,0.36,6.0,0.06,5.0,17.0,0.9971,3.18,0.42,9.6,4
7.1,0.4,0.14,2.5,0.05,5.0,17.0,0.995,3.3,0.49,10.5,5
6.6,0.54,0.12,3.4,0.063,8.0,23.0,0.9959,3.46,0.65,9.5,6
6.4,0.54,0.29,2.1,0.078,12.0,38.0,0.9948799999999999,3.59,0.66,12.8,5
10.0,0.4,0.52,2.3,0.07200000000000001,23.0,34.0,0.99774,3.23,0.63,10.9,6
6.0,0.4,0.28,2.6,0.08,10.0,24.0,0.9969,3.44,0.48,9.2,5
6.3,0.49,0.1,2.4,0.068,12.0,21.0,0.9959,3.42,0.76,11.3,6
7.5,0.36,0.22,2.2,0.067,11.0,38.0,0.9947,3.19,0.52,10.1,6
8.2,0.34,0.41,2.2,0.075,4.0,21.0,0.9936799999999999,3.37,0.56,12.6,7
8.0,0.68,0.1,2.0,0.096,6.0,11.0,0.9983,3.27,0.72,9.4,5
10.5,0.63,0.32,2.6,0.08199999999999999,19.0,54.0,0.9965,3.1,0.59,9.9,6
6.9,0.29,0.24,2.3,0.052000000000000005,7.0,34.0,0.99382,3.41,0.58,12.4,6
11.1,0.49,0.73,3.1,0.07,23.0,105.0,10.001,3.33,0.74,9,5
10.1,0.26,0.44,2.6,0.081,21.0,31.0,0.9992,3.16,0.82,9.4,5
6.9,1.13,0.0,1.6,0.037000000000000005,4.0,15.0,0.9945700000000001,3.5,0.58,10.9,4
7.0,0.37,0.4,1.4,0.046,17.0,60.0,0.99444,3.36,0.81,11.4,6
6.6,0.65,0.1,3.2,0.079,15.0,31.0,0.9963,3.66,0.56,11.5,6
8.9,0.45,0.35,3.6,0.067,12.0,47.0,0.9986,3.37,0.66,10.3,5
9.0,0.38,0.3,1.5,0.055,19.0,64.0,0.9969399999999999,3.39,0.81,9.4,5
8.9,0.18,0.51,1.85,0.095,14.0,22.0,0.99534,3.38,0.88,11.7,7
7.6,0.54,0.04,2.0,0.067,6.0,24.0,0.99516,3.34,0.87,10.9,7
10.8,0.49,0.49,2.8,0.09699999999999999,12.0,24.0,0.9972,3.16,0.48,9.5,5
15.5,0.34,0.49,4.2,0.095,10.0,23.0,100.315,2.92,0.74,11.1,5
6.9,0.795,0.0,2.2,0.091,7.0,14.0,0.99529,3.41,0.57,11.6,4
7.4,0.59,0.08,2.3,0.084,27.0,43.0,0.997,3.41,0.55,10.6,5
8.1,1.21,0.34,1.8,0.08199999999999999,6.0,12.0,0.9954,3.24,0.57,12.5,6
5.8,1.31,0.14,3.4,0.073,16.0,15.0,0.9955200000000001,3.58,0.61,12.5,6
10.4,0.31,0.55,1.8,0.11,6.0,15.0,0.997,3.18,0.72,10.1,6
7.7,0.43,0.21,1.9,0.073,17.0,60.0,0.9955799999999999,3.1,0.59,10.1,6
6.4,0.74,0.13,2.3,0.084,15.0,23.0,0.99439,3.51,0.58,10.4,6
7.3,0.4,0.36,1.9,0.079,16.0,45.0,0.9949399999999999,3.29,0.54,11.4,6
7.4,0.665,0.0,1.9,0.075,26.0,52.0,0.996,3.37,0.47,9.7,6
7.3,0.45,0.26,1.8,0.075,35.0,69.0,0.9948100000000001,3.35,0.48,10.5,6
10.4,0.36,0.55,1.8,0.07,6.0,22.0,0.9976,3.17,0.85,*,6
13.7,0.415,0.68,2.1,0.08800000000000001,17.0,43.0,10.014,3.06,0.8,10,6
12.0,0.36,0.62,2.2,0.063,12.0,25.0,10.006,3.16,0.66,11,5
12.0,0.27,0.5,2.3,0.09300000000000001,6.0,22.0,10.004,3.17,0.61,9.4,5
11.5,0.32,0.49,2.8,0.083,11.0,44.0,0.9986,3.22,0.84,11.7,7
7.8,0.48,0.23,1.7,0.40399999999999997,18.0,62.0,0.9964,3.03,1.17,9.4,5
7.3,0.58,0.09,2.2,0.063,16.0,16.0,0.9974,3.36,0.58,9.5,5
7.4,0.56,0.03,4.4,0.08800000000000001,17.0,43.0,0.9958,3.38,0.61,10.3,5
8.8,0.48,0.31,2.3,0.09300000000000001,21.0,45.0,0.9982,3.37,0.55,9.3,6
7.2,0.51,0.31,2.3,0.076,10.0,29.0,0.99572,3.32,0.76,11.2,6
11.9,0.58,0.56,2.0,0.10099999999999999,7.0,39.0,0.9990000000000001,3.08,0.96,10.2,6
6.3,0.58,0.0,1.9,0.048,18.0,34.0,0.992,3.49,0.92,12.9,6
11.3,0.38,0.53,1.8,0.079,3.0,9.0,0.99829,3.17,0.6,9.6,5
6.6,0.61,0.0,3.2,0.079,11.0,20.0,0.9962,3.39,0.69,9.2,5
7.5,1.135,0.11,4.0,0.172,10.0,39.0,0.998,3.61,0.5,9.8,5
9.9,0.55,0.05,2.0,0.08199999999999999,30.0,49.0,0.9969,3.1,0.73,10.4,6
11.5,0.18,0.46,4.6,0.075,30.0,69.0,0.99939,3.28,0.78,11.2,5
10.2,0.9,0.5,2.5,0.085,7.0,13.0,0.9996,3.31,0.62,10.4,6
7.3,0.65,0.12,2.3,0.096,6.0,15.0,0.9981,3.57,0.62,9.1,5
8.3,0.67,0.24,1.9,0.079,10.0,52.0,0.9966,3.2,0.61,9.8,5
8.3,0.28,0.32,5.5,0.07,5.0,16.0,0.9964,3.26,0.59,12.5,7
11.9,0.32,0.67,2.0,0.096,6.0,23.0,0.9996,3.27,0.93,10.1,6
7.1,0.69,0.02,2.1,0.08,29.0,46.0,0.9960399999999999,3.42,0.64,11,6
9.3,0.41,0.49,2.6,0.087,23.0,141.0,0.9988,3.23,0.61,9.5,5
7.8,0.43,0.6,2.6,0.09300000000000001,21.0,64.0,0.99785,3.34,0.58,10.5,6
10.4,0.44,0.48,1.9,0.17600000000000002,14.0,40.0,0.99984,3.14,0.65,10,6
7.0,0.38,0.3,1.8,0.07,39.0,66.0,0.9978299999999999,3.32,0.58,9.7,6
8.1,0.55,0.26,1.9,0.08199999999999999,8.0,35.0,0.9976,3.37,0.64,9.6,6
8.3,0.835,0.11,1.9,0.10800000000000001,30.0,116.0,0.9967,3.27,0.53,9.5,5
7.2,1.02,0.08,2.0,0.083,17.0,86.0,0.9961,3.35,0.57,11.2,5
9.1,0.35,0.4,1.4,0.078,24.0,68.0,0.99646,3.4,0.67,10.1,5
7.8,0.56,0.12,2.2,0.063,34.0,54.0,0.99474,3.31,0.72,11.5,6
11.4,0.31,0.54,2.1,0.065,3.0,7.0,0.9984,3.23,0.76,12.1,7
6.6,0.66,0.0,2.2,0.08900000000000001,11.0,24.0,0.99635,3.4,0.53,10.2,5
6.6,0.46,0.2,2.7,0.079,36.0,69.0,0.9953,3.4,0.72,11.2,5
8.6,0.49,0.19,2.3,0.08199999999999999,26.0,56.0,0.99834,3.19,0.59,9.3,5
8.3,0.73,0.11,1.5,0.079,35.0,72.0,0.9967799999999999,3.57,0.51,9.5,6
13.3,0.37,0.72,2.7,0.065,8.0,25.0,10.004,3.26,0.8,10,7
8.3,0.61,0.0,4.0,0.095,15.0,45.0,0.9984700000000001,3.31,0.67,9.7,6
9.1,0.61,0.24,3.8,0.095,8.0,28.0,0.9994,3.28,0.56,9.8,5
8.9,0.35,0.25,1.5,0.1,40.0,68.0,0.99659,3.47,0.63,9.5,5
10.8,0.43,0.69,2.2,0.09699999999999999,3.0,22.0,0.9986,3.21,0.66,10,6
8.7,0.535,0.42,1.8,0.083,5.0,14.0,0.9962,3.2,0.79,10.9,6
7.8,0.54,0.31,2.0,0.098,17.0,48.0,0.9986,3.34,0.64,9.2,6
10.7,0.54,0.44,2.6,0.113,31.0,63.0,0.9983,3.24,0.6,9.3,6
10.2,0.48,0.29,1.8,0.107,10.0,37.0,0.99684,3.22,0.65,11.7,6
6.5,0.855,0.03,2.2,0.078,26.0,42.0,0.9951200000000001,3.45,0.6,12.2,6
7.5,0.6,0.31,8.9,0.08900000000000001,27.0,121.0,0.9982,3.36,0.54,9.5,5
9.0,0.49,0.24,2.6,0.09699999999999999,6.0,15.0,0.9977,3.29,0.6,10.6,6
7.9,0.23,0.37,1.9,0.076,9.0,35.0,0.9956799999999999,3.34,0.54,9.4,6
8.3,0.645,0.36,1.9,0.081,6.0,15.0,0.9972200000000001,3.27,0.65,10.9,6
6.1,0.58,0.02,2.6,0.06,7.0,22.0,0.997,3.48,0.63,10.6,6
8.4,0.46,0.36,2.2,0.08199999999999999,3.0,12.0,0.9961,3.23,0.58,9.2,6
7.8,0.51,0.25,3.0,0.078,20.0,29.0,0.99615,3.36,0.54,9.2,5
7.3,0.675,0.0,2.1,0.081,13.0,24.0,0.9977799999999999,3.34,0.73,10.2,6
8.2,0.46,0.27,2.0,0.075,12.0,37.0,0.9961,3.26,0.76,9.6,6
6.6,0.66,0.09,3.3,0.064,8.0,25.0,0.9971,3.47,0.53,9,5
7.1,0.69,0.01,2.3,0.073,8.0,28.0,0.9961,3.37,0.5,9.7,5
10.6,1.03,0.48,2.9,0.17300000000000001,15.0,88.0,0.9993,3.1,0.5,10,5
10.2,0.43,0.34,2.5,0.064,9.0,23.0,0.9984,3.03,0.67,9.7,6
10.7,0.57,0.39,2.3,0.078,20.0,47.0,10.002,3.18,0.71,10,5
7.3,0.67,0.03,2.1,0.084,14.0,48.0,0.9969299999999999,3.43,0.56,9.7,6
9.6,0.54,0.49,2.5,0.193,6.0,25.0,0.9976,3.14,0.61,11.4,6
7.7,0.63,0.31,2.4,0.083,17.0,81.0,0.9969,3.22,0.58,9.5,6
6.9,0.49,0.18,1.8,0.086,23.0,45.0,0.9960200000000001,3.41,0.59,10,5
6.6,0.805,0.19,5.2,0.094,19.0,48.0,0.9971399999999999,3.45,0.49,10.2,6
8.3,0.88,0.0,2.5,0.096,32.0,51.0,0.99451,3.3,0.56,11.8,6
7.7,0.63,0.21,1.6,0.071,23.0,51.0,0.99556,3.17,0.59,9.9,5
9.8,0.54,0.39,2.3,0.095,10.0,21.0,0.9988,3.29,0.5,9.6,5
11.1,0.65,0.55,2.2,0.08,9.0,25.0,1.0,3.1,0.66,9.2,6
5.3,0.64,0.0,2.2,0.047,13.0,80.0,0.99356,3.5,0.6,11.5,6
7.2,0.39,0.19,2.4,0.07400000000000001,28.0,44.0,0.99536,3.4,0.82,11,7
8.3,0.4,0.35,1.8,0.11900000000000001,11.0,76.0,0.9964,3.08,0.6,9.5,5
6.2,0.36,0.25,2.1,0.09699999999999999,24.0,45.0,0.9949,3.4,0.62,10.1,6
7.0,0.69,0.09,2.3,0.084,16.0,27.0,0.99559,3.33,0.58,11.1,6
8.1,0.57,0.22,3.0,0.091,16.0,110.0,0.9986,3.25,0.54,9.1,5
7.1,0.62,0.06,2.0,0.09,13.0,87.0,0.9973,3.52,0.56,9.4,5
9.2,0.67,0.1,3.2,0.08900000000000001,6.0,10.0,0.998,3.29,0.5,9.3,5
9.3,0.47,0.27,3.7,0.086,20.0,89.0,0.9988799999999999,3.21,0.54,9.5,5
8.0,0.715,0.1,1.8,0.069,6.0,13.0,0.9933299999999999,3.29,0.59,11.8,5
9.1,0.28,0.34,2.5,0.09,25.0,63.0,0.99828,3.17,0.53,9.7,6
7.5,0.55,0.26,2.7,0.078,23.0,48.0,0.9962200000000001,3.21,0.6,10.6,6
8.1,0.5,0.11,2.0,0.073,26.0,42.0,0.9955,3.39,0.54,10.1,5
7.9,0.34,0.21,1.8,0.091,43.0,118.0,0.9954,3.13,0.59,9.5,5
10.2,0.44,0.33,15.4,0.214,55.0,95.0,100.369,3.18,0.77,9,6
8.8,0.49,0.25,1.7,0.109,18.0,32.0,0.9958,3.11,0.61,9.3,5
9.1,0.46,0.31,2.65,0.081,5.0,15.0,0.997,3.23,0.72,11.7,7
6.5,0.88,0.09,5.2,0.098,20.0,49.0,0.99574,3.15,0.58,9.8,6
8.8,0.47,0.3,2.6,0.073,9.0,62.0,0.997,3.24,0.53,9.3,5
7.1,0.935,0.0,2.0,0.08199999999999999,3.0,13.0,0.9973,3.42,0.78,9.6,5
8.8,0.34,0.44,2.5,0.073,25.0,38.0,0.9982,3.32,0.75,10.7,6
7.6,0.75,0.04,1.8,0.09699999999999999,4.0,11.0,0.99536,3.25,0.5,10.4,5
7.0,0.735,0.08,1.6,0.081,16.0,66.0,0.9968,3.37,0.47,9.7,5
7.3,0.49,0.24,2.6,0.11599999999999999,6.0,38.0,0.9963,3.56,0.51,9.3,5
7.8,0.58,0.01,1.9,0.086,4.0,11.0,0.9972,3.31,0.52,9.4,5
12.0,0.43,0.49,4.4,0.076,5.0,27.0,10.002,3.37,0.64,11.6,6
7.7,0.6,0.01,1.8,0.085,12.0,19.0,0.99584,3.35,0.54,10.5,6
6.4,0.36,0.24,2.4,0.092,36.0,72.0,0.9950200000000001,3.58,0.67,11.4,6
11.6,0.43,0.42,1.6,0.08199999999999999,24.0,42.0,0.99635,3.08,0.62,10.4,5
9.0,0.3,0.42,2.4,0.083,6.0,15.0,0.9993,3.36,0.6,9.4,6
6.4,0.665,0.06,2.0,0.07,8.0,13.0,0.9974,3.58,0.77,9.2,5
6.6,0.735,0.09,3.4,0.109,10.0,27.0,0.9966,3.36,0.55,9.4,5
6.0,0.49,0.31,2.8,0.040999999999999995,16.0,89.0,0.99384,3.51,0.61,11.2,5
11.5,0.33,0.58,2.0,0.091,16.0,45.0,0.9981399999999999,3.16,0.66,10.1,6
7.8,0.41,0.63,1.6,0.071,3.0,20.0,0.9958600000000001,3.22,0.58,11.2,7
8.0,0.25,0.32,2.5,0.06,31.0,55.0,0.9972,3.3,0.82,11,7
7.8,0.64,0.09,5.3,0.08900000000000001,27.0,58.0,0.9995,3.46,0.49,9.5,6
7.7,0.915,0.2,2.0,0.08800000000000001,7.0,13.0,0.9963,3.28,0.66,9.8,5
6.6,0.69,0.01,1.7,0.079,4.0,10.0,0.9964,3.49,0.68,10,5
8.1,0.52,0.15,1.8,0.114,12.0,122.0,0.9967600000000001,3.26,0.67,9.3,5
12.5,0.54,0.74,1.4,0.071,10.0,24.0,0.9969,3.04,0.69,11.8,7
11.1,0.32,0.47,1.6,0.059000000000000004,6.0,10.0,0.9962,3.14,0.7,10.9,6
9.0,0.66,0.29,1.7,0.09699999999999999,3.0,15.0,0.9978,3.19,0.64,9.1,5
7.0,0.42,0.42,2.4,0.087,26.0,87.0,0.9954799999999999,3.43,0.65,10.3,5
8.0,0.685,0.36,2.0,0.059000000000000004,10.0,49.0,0.9963299999999999,3.38,0.6,10.9,4
7.7,0.68,0.1,4.0,0.098,20.0,41.0,0.99613,3.29,0.56,11.7,6
4.9,0.77,0.51,1.6,0.124,27.0,66.0,0.99429,3.58,0.78,11.1,5
9.6,0.9,0.26,2.0,0.09300000000000001,21.0,109.0,0.99764,3.26,0.44,9.9,5
6.9,0.495,0.1,2.0,0.11599999999999999,33.0,133.0,0.9968,3.17,0.62,9.2,5
7.9,0.39,0.21,1.7,0.07200000000000001,13.0,22.0,0.9966,3.12,0.46,9.4,5
15.0,0.41,0.74,2.6,0.087,6.0,15.0,0.9938,3.51,0.58,12.5,7
6.3,0.3,0.49,2.3,0.078,39.0,68.0,0.9973799999999999,3.53,0.71,10.8,6
5.7,1.01,0.64,2.0,0.053,17.0,87.0,0.99316,3.58,0.6,11.8,6
7.5,0.65,0.12,1.7,0.096,18.0,37.0,0.9959,3.19,0.55,9.5,5
6.8,0.55,0.04,3.0,0.067,27.0,53.0,0.9965,3.43,0.57,10.7,5
5.6,0.845,0.09,1.2,0.174,27.0,136.0,0.9946799999999999,3.27,0.59,9.8,5
8.2,0.36,0.18,3.4,0.085,24.0,43.0,0.9973299999999999,3.34,0.75,10.5,7
13.0,0.45,0.73,2.2,0.084,6.0,96.0,10.006,3.05,0.77,9.4,5
8.0,0.5,0.24,2.2,0.092,28.0,95.0,0.9981,3.38,0.56,9.6,6
12.7,0.33,0.56,2.0,0.083,5.0,35.0,0.9991,3.04,0.7,10.6,7
6.2,0.3,0.36,1.6,0.073,17.0,68.0,0.9966,3.54,0.54,10,7
10.4,0.44,0.58,4.4,0.11199999999999999,6.0,14.0,0.9978,3.01,0.53,9.3,5
4.7,0.815,0.13,2.3,0.079,6.0,13.0,0.9945799999999999,3.59,0.62,10.9,5
11.8,0.53,0.42,2.8,0.078,6.0,17.0,0.9988,3.25,0.73,10.5,7
8.5,0.16,0.44,1.7,0.069,7.0,15.0,0.9941399999999999,3.36,0.74,12.5,7
7.0,0.36,0.2,1.7,0.07400000000000001,28.0,50.0,0.9946,3.32,0.47,10,7
6.8,0.91,0.04,1.6,0.067,15.0,28.0,0.9941,3.36,0.54,10.1,5
7.9,0.35,0.31,2.0,0.067,15.0,67.0,0.9951,3.36,0.64,10.8,6
10.2,0.24,0.48,2.8,0.059000000000000004,15.0,36.0,0.9972,3.25,0.46,10.8,7
7.7,0.43,0.31,1.6,0.075,15.0,87.0,0.9961,3.33,0.89,9.5,5
9.3,0.715,0.22,2.1,0.084,5.0,33.0,0.9965,3.24,0.76,9.4,5
6.0,0.5,0.17,2.1,0.09300000000000001,21.0,45.0,0.99418,3.4,0.52,10.1,6
6.9,0.6,0.06,1.9,0.078,41.0,89.0,0.9941399999999999,3.55,0.5,10.4,6
8.2,0.88,0.09,2.5,0.084,20.0,31.0,0.9968299999999999,3.45,0.53,9.7,5
8.6,0.81,0.02,2.4,0.084,34.0,95.0,0.99792,3.23,0.72,9.4,5
7.5,0.655,0.0,2.4,0.16399999999999998,8.0,38.0,0.99644,3.35,0.55,9.7,5
7.2,0.865,0.03,2.2,0.091,12.0,28.0,0.9956,3.47,0.48,10.1,6
7.3,0.605,0.0,2.5,0.094,12.0,29.0,0.9984,3.38,0.67,9.2,5
6.0,0.58,0.0,2.0,0.065,6.0,10.0,0.9944700000000001,3.49,0.52,11.6,7
6.7,0.49,0.32,1.8,0.076,21.0,57.0,0.997,3.46,0.62,*,5
8.7,0.65,0.19,2.9,0.08900000000000001,17.0,65.0,0.99734,3.26,0.55,*,5
7.3,0.4,0.42,2.7,0.08199999999999999,13.0,45.0,0.9964,3.26,0.69,9.4,6
7.1,0.39,0.02,1.6,0.08900000000000001,23.0,55.0,0.9960899999999999,3.38,0.49,9.7,5
10.5,0.3,0.57,2.6,0.084,16.0,52.0,0.9982,3.12,0.76,11,7
11.9,0.47,0.49,2.6,0.091,10.0,46.0,0.9998,3.09,0.65,9.7,7
9.9,0.65,0.21,2.3,0.073,4.0,38.0,0.9994,3.16,0.63,9.5,5
8.1,0.84,0.0,1.9,0.065,8.0,10.0,0.997,3.52,0.91,9.9,6
6.3,0.36,0.13,2.2,0.048,18.0,47.0,0.9924,3.91,0.77,12.9,7
7.6,0.64,0.1,2.1,0.079,33.0,52.0,0.99326,3.39,0.56,11.4,6
8.0,0.53,0.13,1.9,0.078,15.0,30.0,0.9956799999999999,3.3,0.44,10.4,6
12.5,0.46,0.66,3.2,0.079,16.0,24.0,0.9988,3.03,0.6,9.5,6
9.5,0.56,0.24,2.0,0.081,10.0,48.0,0.998,3.24,0.72,9.4,6
15.0,0.47,0.25,1.6,0.059000000000000004,19.0,51.0,0.9909,3.18,0.69,11.2,6
8.0,0.68,0.26,2.1,0.098,23.0,88.0,0.99616,3.25,0.46,9.2,5
8.0,0.15,0.41,1.8,0.045,16.0,29.0,0.99421,3.36,0.74,12.4,6
7.8,0.59,0.11,2.3,0.068,7.0,25.0,0.99408,3.36,0.62,10.1,7
15.5,0.45,0.73,4.2,0.08,22.0,66.0,10.003,3.22,0.81,10.7,6
9.8,0.51,0.37,1.7,0.132,3.0,19.0,0.99634,3.3,0.64,11.5,6
7.6,0.915,0.03,2.4,0.076,11.0,30.0,0.99565,3.39,0.51,11.8,6
7.2,0.36,0.24,1.8,0.077,25.0,68.0,0.99613,3.23,0.53,9.5,6
9.9,0.52,0.54,2.6,0.096,19.0,45.0,0.9998,3.15,0.76,10,5
6.2,0.745,0.02,2.1,0.066,8.0,15.0,0.99374,3.47,0.55,11.4,6
7.9,0.51,0.35,1.8,0.10300000000000001,10.0,37.0,0.99569,3.19,0.58,9.8,5
8.1,0.41,0.52,1.8,0.11199999999999999,32.0,116.0,0.99656,3.21,0.56,9.8,5
10.0,0.56,0.64,2.2,0.10099999999999999,13.0,47.0,0.9988,3.13,0.62,*,6
7.9,0.16,0.24,1.7,0.07200000000000001,19.0,35.0,0.99434,3.42,0.64,10,7
6.8,0.5,0.04,1.7,0.08900000000000001,18.0,39.0,0.9951,3.42,0.6,10,6
11.5,0.88,0.66,6.4,0.12,3.0,15.0,0.9976200000000001,3.2,0.43,11,3
5.9,0.25,0.26,1.7,0.064,13.0,20.0,0.9965,3.4,0.72,9.9,6
11.3,0.31,0.51,2.0,0.07400000000000001,16.0,15.0,0.9984,3.21,0.81,10.8,7
8.7,0.53,0.28,2.9,0.087,20.0,57.0,10.004,3.16,0.63,9,5
9.9,0.65,0.58,4.3,0.1,8.0,70.0,0.9994,3.21,0.59,9.4,5
10.2,0.59,0.39,15.4,0.214,55.0,95.0,100.369,3.18,0.77,9,6
8.6,0.61,0.04,3.2,0.096,20.0,53.0,0.9984,3.39,0.57,9.1,6
12.4,0.33,0.66,5.9,0.071,6.0,23.0,10.004,3.16,0.56,12,7
7.3,0.36,0.49,2.2,0.08,21.0,68.0,0.9974,3.31,0.63,9.5,6
7.8,0.84,0.0,2.4,0.076,21.0,35.0,0.9971,3.43,0.51,10.8,6
7.8,0.55,0.27,2.3,0.087,24.0,38.0,0.9984,3.28,0.61,9.4,5
10.0,0.21,0.47,2.1,0.079,6.0,16.0,0.9968,3.22,0.67,10.4,5
8.9,0.26,0.34,2.5,0.073,11.0,67.0,0.99798,3.26,0.78,11.1,6
6.3,0.64,0.03,1.5,0.077,3.0,10.0,0.9958,3.39,0.58,10.5,6
6.9,0.58,0.08,3.1,0.08199999999999999,18.0,31.0,0.9949,3.41,0.66,11.7,7
9.9,0.51,0.49,2.1,0.099,38.0,141.0,0.9978,3.22,0.56,9.4,5
9.0,0.275,0.4,1.7,0.07,25.0,55.0,0.9962,3.3,0.85,9.4,6
7.4,0.39,0.24,2.1,0.062,8.0,25.0,0.9956,3.22,0.54,12.4,6
6.9,0.615,0.01,2.3,0.083,36.0,98.0,0.9984,3.56,0.53,9.8,5
7.1,0.59,0.1,1.9,0.073,12.0,21.0,0.99566,3.29,0.54,10.4,5
7.2,0.31,0.33,2.5,0.059000000000000004,12.0,41.0,0.9953200000000001,3.38,0.88,12,7
6.3,1.02,0.04,3.4,0.067,17.0,34.0,0.9957,3.58,0.57,11.8,4
9.0,0.35,0.32,1.9,0.067,4.0,22.0,0.9959600000000001,3.26,0.82,10.9,5
11.9,0.38,0.66,2.4,0.121,7.0,10.0,0.9998,3.27,0.62,10.8,7
5.3,0.47,0.21,1.6,0.045,24.0,56.0,0.9908,3.47,0.94,11.8,6
7.2,0.815,0.0,2.1,0.067,16.0,55.0,0.99371,3.29,0.57,11.8,6
7.7,0.915,0.09,1.8,0.087,10.0,65.0,0.9959,3.36,0.54,9.4,5
8.5,0.18,0.51,1.95,0.073,45.0,58.0,0.9946200000000001,3.38,0.56,12.5,6
6.9,0.69,0.05,3.8,0.065,24.0,41.0,0.9972,3.48,0.75,12.1,7
7.0,0.5,0.0,2.1,0.079,19.0,29.0,0.9974,3.53,0.9,10,6
10.0,0.39,0.32,1.8,0.11900000000000001,10.0,27.0,0.99865,3.22,0.9,9.9,3
6.4,0.34,0.43,2.3,0.064,4.0,16.0,0.9938799999999999,3.33,0.56,12.4,6
10.0,0.46,0.24,2.0,0.075,19.0,53.0,0.9967,3.13,0.63,9.5,6
8.8,0.45,0.58,2.6,0.09300000000000001,10.0,22.0,0.9990000000000001,3.34,0.71,9.2,6
6.6,0.705,0.09,2.5,0.069,11.0,24.0,0.9939100000000001,3.52,0.55,12.3,7
6.4,0.6,0.0,1.8,0.073,10.0,25.0,0.9963200000000001,3.52,0.56,9.9,6
12.7,0.56,0.68,2.8,0.083,5.0,14.0,0.9992,3.0,0.7,10.9,7
7.8,0.54,0.03,1.7,0.08,13.0,35.0,0.9958899999999999,3.46,0.48,9.5,6
10.5,0.26,0.35,2.0,0.08199999999999999,10.0,39.0,0.9981,3.18,0.77,9.6,6
7.2,0.31,0.46,1.8,0.054000000000000006,12.0,27.0,0.9948,3.22,0.56,10.6,7
7.0,0.33,0.29,2.7,0.092,19.0,88.0,0.99613,3.29,0.48,9.4,6
6.7,0.49,0.24,1.7,0.057,14.0,26.0,0.99449,3.26,0.48,10,5
11.6,0.675,0.6,2.8,0.133,7.0,18.0,0.9993,3.06,0.7,10.2,6
12.5,0.4,0.65,2.3,0.059000000000000004,12.0,29.0,0.9990000000000001,3.05,0.7,10.4,6
6.6,0.59,0.21,2.0,0.05,11.0,66.0,0.9935799999999999,3.3,0.4,10.2,5
9.0,0.77,0.08,3.2,0.09,16.0,51.0,0.9982,3.18,0.5,9.1,4
6.8,0.69,0.07,1.7,0.063,20.0,48.0,0.9924,3.12,0.47,10,7
7.1,0.58,0.26,1.6,0.085,23.0,147.0,0.9963,3.22,0.57,9.9,5
8.0,0.38,0.4,1.7,0.068,3.0,9.0,0.9982,3.36,1.0,10.6,4
9.0,0.68,0.24,2.0,0.09699999999999999,5.0,28.0,0.9976,3.14,0.56,9.4,5
7.4,0.6,0.07,2.6,0.052000000000000005,11.0,41.0,0.997,3.4,0.72,9.9,6
7.6,0.36,0.3,1.9,0.094,22.0,75.0,0.99516,3.4,0.72,10.2,6
8.8,0.54,0.29,1.9,0.045,8.0,15.0,0.9979100000000001,3.36,0.71,10,5
8.5,0.56,0.17,2.9,0.081,20.0,54.0,0.99685,3.32,0.5,10,6
6.2,0.775,0.02,2.6,0.062,6.0,11.0,0.9946200000000001,3.5,0.68,11.2,5
9.5,0.37,0.51,2.4,0.086,38.0,49.0,0.9959,3.14,0.55,11.8,6
6.8,0.56,0.09,3.2,0.10099999999999999,10.0,26.0,0.99769,3.66,0.68,9.6,5
7.9,0.37,0.42,1.8,0.11199999999999999,12.0,26.0,0.99508,3.31,0.76,12.1,7
11.1,0.46,0.5,3.3,0.115,23.0,69.0,0.9967,3.1,0.63,11.3,6
9.0,0.73,0.29,4.0,0.077,20.0,79.0,0.99718,3.2,0.54,9.4,5
13.2,0.41,0.45,4.3,0.085,27.0,43.0,10.021,3.3,0.68,12.7,6
7.6,0.36,0.49,2.5,0.063,35.0,45.0,0.99534,3.39,0.76,12.4,7
7.6,0.725,0.09,6.3,0.081,17.0,52.0,0.99625,3.35,0.47,11,6
10.2,0.43,0.4,2.4,0.105,3.0,16.0,0.99664,3.23,0.69,12.5,6
7.3,0.52,0.16,2.0,0.087,5.0,28.0,0.9975,3.37,0.62,9.5,5
